	0	1	2	3
3208	COG3526		R	General function prediction only
3209	COG3527		Q	Secondary metabolites biosynthesis, transport and catabolism
3210	COG3528		S	Function unknown
3211	COG3529		R	General function prediction only
3212	COG3530		S	Function unknown
3213	COG3531		O	Posttranslational modification, protein turnover, chaperones
3214	COG3533		G	Carbohydrate transport and metabolism
3215	COG3534		G	Carbohydrate transport and metabolism
3216	COG3535		S	Function unknown
3217	COG3536		S	Function unknown
3218	COG3537		G	Carbohydrate transport and metabolism
3219	COG3538		S	Function unknown
3220	COG3539		N	Cell motility
3221	COG3540		P	Inorganic ion transport and metabolism
3222	COG3541		R	General function prediction only
3223	COG3542		R	General function prediction only
3224	COG3543		S	Function unknown
3225	COG3544		S	Function unknown
3226	COG3545		R	General function prediction only
3227	COG3546		P	Inorganic ion transport and metabolism
3228	COG3547		X	Mobilome: prophages, transposons
3229	COG3548		S	Function unknown
3230	COG3549		V	Defense mechanisms
3231	COG3550		T	Signal transduction mechanisms
3232	COG3551		S	Function unknown
3233	COG3552		S	Function unknown
3234	COG3553		S	Function unknown
3235	COG3554		S	Function unknown
3236	COG3555		O	Posttranslational modification, protein turnover, chaperones
3237	COG3556		S	Function unknown
3238	COG3557		S	Function unknown
3239	COG3558		S	Function unknown
3240	COG3559		U	Intracellular trafficking, secretion, and vesicular transport
3241	COG3560		R	General function prediction only
3242	COG3561		X	Mobilome: prophages, transposons
3243	COG3562		M	Cell wall/membrane/envelope biogenesis
3244	COG3563		M	Cell wall/membrane/envelope biogenesis
3245	COG3564		S	Function unknown
3246	COG3565		R	General function prediction only
3247	COG3566		S	Function unknown
3248	COG3567		S	Function unknown
3249	COG3568		R	General function prediction only
3250	COG3569		L	Replication, recombination and repair
3251	COG3570		V	Defense mechanisms
3252	COG3571		R	General function prediction only
3253	COG3572		H	Coenzyme transport and metabolism
3254	COG3573		R	General function prediction only
3255	COG3575		S	Function unknown
3256	COG3576		R	General function prediction only
3257	COG3577		R	General function prediction only
3258	COG3579		E	Amino acid transport and metabolism
3259	COG3580		R	General function prediction only
3260	COG3581		R	General function prediction only
3261	COG3582		V	Defense mechanisms
3262	COG3583		S	Function unknown
3263	COG3584	3D	S	Function unknown
3264	COG3585		H	Coenzyme transport and metabolism
3265	COG3586		R	General function prediction only
3266	COG3587		V	Defense mechanisms
3267	COG3588	Glycolysis	G	Carbohydrate transport and metabolism
3268	COG3589		S	Function unknown
3269	COG3590		O	Posttranslational modification, protein turnover, chaperones
3270	COG3591		O	Posttranslational modification, protein turnover, chaperones
3271	COG3592		S	Function unknown
3272	COG3593		L	Replication, recombination and repair
3273	COG3594		G	Carbohydrate transport and metabolism
3274	COG3595		S	Function unknown
3275	COG3596		R	General function prediction only
3276	COG3597		S	Function unknown
3277	COG3598		L	Replication, recombination and repair
3278	COG3599		D	Cell cycle control, cell division, chromosome partitioning
3279	COG3600		X	Mobilome: prophages, transposons
3280	COG3601		H	Coenzyme transport and metabolism
3281	COG3602		T	Signal transduction mechanisms
3282	COG3603		T	Signal transduction mechanisms
3283	COG3604		K	Transcription
3284	COG3604		T	Signal transduction mechanisms
3285	COG3605		T	Signal transduction mechanisms
3286	COG3607		R	General function prediction only
3287	COG3608		R	General function prediction only
3288	COG3609		K	Transcription
3289	COG3610		S	Function unknown
3290	COG3611		L	Replication, recombination and repair
3291	COG3612		S	Function unknown
3292	COG3613		F	Nucleotide transport and metabolism
3293	COG3614		T	Signal transduction mechanisms
3294	COG3615		P	Inorganic ion transport and metabolism
3295	COG3616		E	Amino acid transport and metabolism
3296	COG3617		X	Mobilome: prophages, transposons
3297	COG3618		R	General function prediction only
3298	COG3619		S	Function unknown
3299	COG3620		K	Transcription
3300	COG3621		R	General function prediction only
3301	COG3622		G	Carbohydrate transport and metabolism
3302	COG3623		G	Carbohydrate transport and metabolism
3303	COG3624		P	Inorganic ion transport and metabolism
3304	COG3625		P	Inorganic ion transport and metabolism
3305	COG3626		P	Inorganic ion transport and metabolism
3306	COG3627		P	Inorganic ion transport and metabolism
3307	COG3628		X	Mobilome: prophages, transposons
3308	COG3629		K	Transcription
3309	COG3630		C	Energy production and conversion
3310	COG3631		R	General function prediction only
3311	COG3633		E	Amino acid transport and metabolism
3312	COG3634		V	Defense mechanisms
3313	COG3635	Glycolysis	G	Carbohydrate transport and metabolism
3314	COG3636		X	Mobilome: prophages, transposons
3315	COG3637		M	Cell wall/membrane/envelope biogenesis
3316	COG3638		P	Inorganic ion transport and metabolism
3317	COG3639		P	Inorganic ion transport and metabolism
3318	COG3640		O	Posttranslational modification, protein turnover, chaperones
3319	COG3641		T	Signal transduction mechanisms
3320	COG3642	tRNA modification	J	Translation, ribosomal structure and biogenesis
3321	COG3643		E	Amino acid transport and metabolism
3322	COG3644		S	Function unknown
3323	COG3645		X	Mobilome: prophages, transposons
3324	COG3646		X	Mobilome: prophages, transposons
3325	COG3647		S	Function unknown
3326	COG3648		Q	Secondary metabolites biosynthesis, transport and catabolism
3327	COG3649	CRISPR-Cas system	V	Defense mechanisms
3328	COG3650		S	Function unknown
3329	COG3651		S	Function unknown
3330	COG3652		S	Function unknown
3331	COG3653		Q	Secondary metabolites biosynthesis, transport and catabolism
3332	COG3654		X	Mobilome: prophages, transposons
3333	COG3655		K	Transcription
3334	COG3656		S	Function unknown
3335	COG3657		V	Defense mechanisms
3336	COG3658		C	Energy production and conversion
3337	COG3659		M	Cell wall/membrane/envelope biogenesis
3338	COG3660		D	Cell cycle control, cell division, chromosome partitioning
3339	COG3661		G	Carbohydrate transport and metabolism
3340	COG3662		S	Function unknown
3341	COG3663		L	Replication, recombination and repair
3342	COG3664		G	Carbohydrate transport and metabolism
3343	COG3665		S	Function unknown
3344	COG3666		X	Mobilome: prophages, transposons
3345	COG3667		P	Inorganic ion transport and metabolism
3346	COG3668		X	Mobilome: prophages, transposons
3347	COG3669		G	Carbohydrate transport and metabolism
3348	COG3670		Q	Secondary metabolites biosynthesis, transport and catabolism
3349	COG3671		S	Function unknown
3350	COG3672		O	Posttranslational modification, protein turnover, chaperones
3351	COG3673		S	Function unknown
3352	COG3675		I	Lipid transport and metabolism
3353	COG3676		X	Mobilome: prophages, transposons
3354	COG3677		X	Mobilome: prophages, transposons
3355	COG3678		O	Posttranslational modification, protein turnover, chaperones
3356	COG3679		T	Signal transduction mechanisms
3357	COG3680		S	Function unknown
3358	COG3681		E	Amino acid transport and metabolism
3359	COG3682		K	Transcription
3360	COG3683		R	General function prediction only
3361	COG3684		G	Carbohydrate transport and metabolism
3362	COG3684		P	Inorganic ion transport and metabolism
3363	COG3685		P	Inorganic ion transport and metabolism
3364	COG3686		S	Function unknown
3365	COG3687		R	General function prediction only
3366	COG3688		J	Translation, ribosomal structure and biogenesis
3367	COG3689		S	Function unknown
3368	COG3691		S	Function unknown
3369	COG3692		S	Function unknown
3370	COG3693		G	Carbohydrate transport and metabolism
3371	COG3694		R	General function prediction only
3372	COG3695		K	Transcription
3373	COG3696		P	Inorganic ion transport and metabolism
3374	COG3697		H	Coenzyme transport and metabolism
3375	COG3697		I	Lipid transport and metabolism
3376	COG3698		S	Function unknown
3377	COG3700		P	Inorganic ion transport and metabolism
3378	COG3700		R	General function prediction only
3379	COG3701		U	Intracellular trafficking, secretion, and vesicular transport
3380	COG3702		U	Intracellular trafficking, secretion, and vesicular transport
3381	COG3703		P	Inorganic ion transport and metabolism
3382	COG3704		U	Intracellular trafficking, secretion, and vesicular transport
3383	COG3705		E	Amino acid transport and metabolism
3384	COG3706		T	Signal transduction mechanisms
3385	COG3706		K	Transcription
3386	COG3707		T	Signal transduction mechanisms
3387	COG3707		K	Transcription
3388	COG3708		K	Transcription
3389	COG3709		G	Carbohydrate transport and metabolism
3390	COG3710		K	Transcription
3391	COG3711		K	Transcription
3392	COG3712		P	Inorganic ion transport and metabolism
3393	COG3712		T	Signal transduction mechanisms
3394	COG3713		M	Cell wall/membrane/envelope biogenesis
3395	COG3714		S	Function unknown
3396	COG3715		G	Carbohydrate transport and metabolism
3397	COG3716		G	Carbohydrate transport and metabolism
3398	COG3717		G	Carbohydrate transport and metabolism
3399	COG3718		G	Carbohydrate transport and metabolism
3400	COG3719		J	Translation, ribosomal structure and biogenesis
3401	COG3720		P	Inorganic ion transport and metabolism
3402	COG3721		P	Inorganic ion transport and metabolism
3403	COG3722		K	Transcription
3404	COG3723		L	Replication, recombination and repair
3405	COG3724		E	Amino acid transport and metabolism
3406	COG3725		V	Defense mechanisms
3407	COG3726		S	Function unknown
3408	COG3727		L	Replication, recombination and repair
3409	COG3728		X	Mobilome: prophages, transposons
3410	COG3729		R	General function prediction only
3411	COG3730		G	Carbohydrate transport and metabolism
3412	COG3731		G	Carbohydrate transport and metabolism
3413	COG3732		G	Carbohydrate transport and metabolism
3414	COG3733		Q	Secondary metabolites biosynthesis, transport and catabolism
3415	COG3734		G	Carbohydrate transport and metabolism
3416	COG3735		S	Function unknown
3417	COG3736		U	Intracellular trafficking, secretion, and vesicular transport
3418	COG3737		S	Function unknown
3419	COG3738		S	Function unknown
3420	COG3739		S	Function unknown
3421	COG3740		X	Mobilome: prophages, transposons
3422	COG3741		E	Amino acid transport and metabolism
3423	COG3742		V	Defense mechanisms
3424	COG3743		L	Replication, recombination and repair
3425	COG3744		V	Defense mechanisms
3426	COG3745		U	Intracellular trafficking, secretion, and vesicular transport
3427	COG3745		W	Extracellular structures
3428	COG3746		P	Inorganic ion transport and metabolism
3429	COG3747		X	Mobilome: prophages, transposons
3430	COG3748		S	Function unknown
3431	COG3749		S	Function unknown
3432	COG3750		S	Function unknown
3433	COG3751		J	Translation, ribosomal structure and biogenesis
3434	COG3751		O	Posttranslational modification, protein turnover, chaperones
3435	COG3752		R	General function prediction only
3436	COG3753		S	Function unknown
3437	COG3754		M	Cell wall/membrane/envelope biogenesis
3438	COG3755		S	Function unknown
3439	COG3756		S	Function unknown
3440	COG3757		M	Cell wall/membrane/envelope biogenesis
3441	COG3758		S	Function unknown
3442	COG3759		S	Function unknown
3443	COG3760		R	General function prediction only
3444	COG3761	NADH dehydrogenase	C	Energy production and conversion
3445	COG3762		S	Function unknown
3446	COG3763		S	Function unknown
3447	COG3764		M	Cell wall/membrane/envelope biogenesis
3448	COG3765		M	Cell wall/membrane/envelope biogenesis
3449	COG3766		S	Function unknown
3450	COG3767		S	Function unknown
3451	COG3768		S	Function unknown
3452	COG3769		G	Carbohydrate transport and metabolism
3453	COG3770		M	Cell wall/membrane/envelope biogenesis
3454	COG3771		S	Function unknown
3455	COG3772		M	Cell wall/membrane/envelope biogenesis
3456	COG3773		D	Cell cycle control, cell division, chromosome partitioning
3457	COG3773		M	Cell wall/membrane/envelope biogenesis
3458	COG3774		M	Cell wall/membrane/envelope biogenesis
3459	COG3775		G	Carbohydrate transport and metabolism
3460	COG3776		S	Function unknown
3461	COG3777		I	Lipid transport and metabolism
3462	COG3778		X	Mobilome: prophages, transposons
3463	COG3779		S	Function unknown
3464	COG3780		L	Replication, recombination and repair
3465	COG3781		P	Inorganic ion transport and metabolism
3466	COG3782		S	Function unknown
3467	COG3783		C	Energy production and conversion
3468	COG3784		S	Function unknown
3469	COG3785		O	Posttranslational modification, protein turnover, chaperones
3470	COG3786		M	Cell wall/membrane/envelope biogenesis
3471	COG3787		S	Function unknown
3472	COG3788		S	Function unknown
3473	COG3789		S	Function unknown
3474	COG3790		S	Function unknown
3475	COG3791		S	Function unknown
3476	COG3792		S	Function unknown
3477	COG3793		P	Inorganic ion transport and metabolism
3478	COG3794		C	Energy production and conversion
3479	COG3795		Q	Secondary metabolites biosynthesis, transport and catabolism
3480	COG3797		S	Function unknown
3481	COG3798		S	Function unknown
3482	COG3799		E	Amino acid transport and metabolism
3483	COG3800		R	General function prediction only
3484	COG3801		S	Function unknown
3485	COG3802		S	Function unknown
3486	COG3803		S	Function unknown
3487	COG3804		S	Function unknown
3488	COG3805		Q	Secondary metabolites biosynthesis, transport and catabolism
3489	COG3806		T	Signal transduction mechanisms
3490	COG3807		S	Function unknown
3491	COG3808		C	Energy production and conversion
3492	COG3809		R	General function prediction only
